391	8603	12936	25187	64828	39049
392	65058	61903	44199	19926	59054
393	61903	12405	37691	59054	2961
394	37691	63721	59054	54091	43152
395	28286	59054	19926	44199	61903
396	28145	63721	16097	54091	43152
397	33169	25187	64828	39049	53511
398	37691	24502	43152	34438	39848
399	16097	14485	43152	54091	63721
400	53511	27529	36938	64738	50613
401	24502	34438	40660	64738	17544
402	16097	14485	43152	54091	3027
403	2961	5549	40660	54968	64738
404	39049	36938	53511	64738	62251
405	28145	63721	54091	43152	14485
406	39049	20971	40660	17544	64738
407	43152	16097	35258	54091	50852
408	53511	22668	25187	39049	64828
409	40660	50613	62251	20971	64738
410	54666	19926	62495	44199	61903
411	12405	59054	2961	40660	54968
412	3193	8602	20009	28286	5549
413	51843	39049	22668	64828	25187
414	51843	24502	17544	39848	34438
415	43152	25187	22822	14485	15549
416	12396	33123	20433	5549	27529
417	50613	54968	5549	64738	40660
418	14143	63721	34438	37691	43152
419	48706	50852	28670	35258	54091
420	63721	3027	16097	54091	43152
421	53511	20971	50613	62251	64738
422	40660	27529	50613	5549	64738
423	24502	2961	10048	54968	40660
424	3027	54091	22822	43152	14485
425	3027	44657	50852	16097	54091
426	28145	43152	14485	22822	63721
427	57945	36938	27529	64738	50613
428	19926	61903	28286	44199	62495
429	54666	8362	44199	61903	28286
430	54666	44199	62495	28286	61903
431	53511	25187	22668	64828	39049
432	8602	3193	5549	28286	20009
433	44657	28670	35258	54091	50852
434	54666	28286	19926	44199	61903
435	62251	20971	17544	64738	39049
436	62251	36938	27529	64738	50613
437	65058	44199	19926	59054	61903
438	20971	39049	53511	62251	64738
439	51843	12936	25187	22822	14485
440	24502	39848	37691	43152	34438
441	62251	36938	50613	64738	53511
442	59054	16097	43152	54091	63721
443	50613	54968	5549	40660	64738
444	51843	17544	39049	39848	34438
445	38066	5549	20433	33123	10724
446	28670	44657	48706	50852	54091
447	8602	33836	3193	28286	20009
448	28145	63721	43152	14485	22822
449	20009	2961	54968	5549	40660
450	5549	57945	50613	27529	64738
451	44199	15361	28286	61903	62495
452	10724	33836	28286	20009	3193
453	44199	61903	28286	15361	62495
454	28286	19926	61903	59054	44199
455	62495	33836	28286	61903	3193
456	28286	19926	62495	44199	61903
457	12936	43152	14485	22822	51843
458	20971	39049	62251	53511	64738
459	35258	41999	28670	50852	54091
460	5549	2961	40660	20009	28286
461	40660	61903	28286	2961	20009
462	50613	62251	40660	20971	64738
463	56007	65058	54091	59054	37691
464	37691	59054	54091	63721	43152
465	20009	2961	54968	40660	5549
466	57945	50613	5549	27529	64738
467	36938	57945	27529	64738	50613
468	53511	22668	25187	64828	39049
469	35258	44657	54091	50852	48706
470	28670	61903	30097	19926	41999
471	20971	64738	62251	39049	53511
472	62251	50613	64738	36938	53511
473	17544	43152	24502	39848	34438
474	24502	56007	37691	2961	34438
475	14485	16097	63721	43152	54091
476	28145	54091	3027	43152	14485
477	51843	24502	17544	34438	39848
478	8602	5549	28286	20009	40660
479	8602	28286	5549	20009	40660
480	2961	64738	54968	40660	5549
481	15361	28286	44199	61903	62495
482	12936	51843	43152	14485	22822
483	57471	15549	43152	22822	14485
484	12936	51843	39848	43152	34438
485	28670	50852	54091	19926	61903
486	17544	40660	24502	34438	2961
487	54968	40660	64738	50613	5549
488	2961	54968	64738	5549	40660
489	43609	10048	54968	40660	2961
490	8603	14485	25187	64828	22822
491	14485	22822	8603	25187	64828
492	41999	61903	44199	54666	19926
493	35258	19926	61903	54091	50852
494	61903	50852	28670	54091	35258
495	48706	16097	3027	50852	54091
496	22822	12936	39049	64828	25187
497	40660	50613	27529	64738	5549
498	65058	43152	59054	54091	50852
499	14485	64828	22822	39049	25187
500	65058	35258	54091	50852	59054
501	35258	50852	61903	19926	54091
502	50613	54968	5549	40660	64738
503	40660	50613	27529	5549	64738
504	12405	59054	40660	54968	2961
505	5549	2961	54968	64738	40660
506	59054	44199	61903	35258	19926
507	64738	5549	54968	40660	2961
508	8602	40660	5549	28286	20009
509	64738	20009	54968	40660	5549
510	12405	56007	2961	59054	37691
511	25187	12936	51843	14485	22822
512	40660	56007	59054	37691	2961
513	54666	62495	19926	44199	61903
514	8602	20009	33123	5549	20433
515	5549	54968	50613	64738	40660
516	53511	39049	64828	8603	25187
517	37691	12405	61903	2961	59054
518	14485	42900	48706	54091	3027
519	64738	39848	34438	39049	17544
520	5549	20009	54968	40660	2961
521	35258	44657	48706	54091	50852
522	40660	50613	62251	20971	64738
523	22668	53511	39049	25187	64828
524	57945	5549	64738	50613	27529
525	43152	17544	24502	39848	34438
526	64738	50613	62251	53511	36938
527	8362	44199	62495	28286	61903
528	33123	54968	40660	5549	20009
529	54968	40660	28286	2961	20009
530	53511	20971	62251	64738	50613
531	36938	50613	64738	57945	27529
532	50613	64738	62251	36938	53511
533	24502	17544	43152	34438	39848
534	28145	14485	3027	43152	54091
535	20009	61903	33836	3193	28286
536	43894	53511	22668	64828	39049
537	32657	3193	28286	62495	38066
538	35258	44657	50852	16097	54091
539	34351	36938	39049	62251	53511
540	2961	28286	40660	20009	5549
541	28286	20009	33123	5549	8602
542	62495	10724	3193	38066	28286
543	12936	22668	64828	39049	25187
544	48379	54968	64738	40660	5549
545	26507	22822	8603	25187	64828
546	33836	28286	3193	61903	62495
547	44657	28670	35258	50852	54091
548	2961	20009	54968	40660	5549
549	61903	28670	35258	50852	54091
550	8603	39049	64828	25187	22822
551	2961	17544	24502	34438	39848
552	50852	63721	16097	54091	43152
553	57945	36938	64738	50613	27529
554	28286	8602	20009	5549	10724
555	28670	41999	61903	44199	19926
556	44199	39911	59054	28286	61903
557	8603	22822	25187	39049	64828
558	43894	62251	53511	22668	39049
559	54666	61903	8362	28286	44199
560	32657	38066	62495	3193	28286
561	21538	59054	61903	12405	2961
562	14143	43152	63721	34438	54091
563	62495	54666	44199	28286	61903
564	39911	61903	28286	44199	54666
565	2961	54968	20009	40660	5549
566	14143	54091	34438	63721	43152
567	65058	12405	37691	2961	59054
568	24502	40660	17544	34438	2961
569	65058	44199	59054	61903	19926
570	64828	34438	12936	51843	39049
571	64738	53511	27529	50613	36938
572	22668	64828	39049	53511	25187
573	54091	28670	50852	61903	19926
574	3193	5549	55033	38066	10724
575	40660	28286	8602	5549	20009
576	20009	33123	64738	5549	40660
577	57471	3027	54091	22822	14485
578	33836	61903	3193	62495	28286
579	8602	40660	5549	20009	28286
580	20971	64738	62251	39049	53511
581	65058	35258	59054	19926	61903
582	56007	54968	43609	40660	2961
583	65058	37691	43152	59054	54091
584	22822	8603	39049	64828	25187
585	10048	5549	54968	40660	2961
586	12405	37691	59054	2961	56007
587	12405	2961	59054	40660	54968
588	65058	35258	59054	54091	50852
589	2961	5549	64738	54968	40660
590	22668	17544	20971	64738	39049
591	5549	2961	64738	40660	54968
592	37691	24502	43152	39848	34438
593	28145	14485	3027	54091	43152
594	10724	20009	33836	28286	3193
595	51843	24502	17544	39848	34438
596	12405	2961	59054	56007	37691
597	65058	50852	61903	54091	59054
598	12936	22668	39049	25187	64828
599	65058	44199	19926	61903	59054
600	64738	40660	54968	5549	2961
601	28145	43152	14485	3027	54091
602	8602	40660	5549	20009	54968
603	39911	59054	2961	21538	61903
604	28670	41999	44199	61903	19926
605	35258	65058	59054	61903	19926
606	22822	3027	14485	55581	54091
607	50852	63721	54091	16097	43152
608	50852	63721	43152	54091	16097
609	48706	3027	14485	54091	42900
610	14143	39848	34438	43152	63721
611	8362	44199	20009	28286	61903
612	54968	28286	40660	20009	5549
613	62251	20971	64738	50613	40660
614	64738	54968	5549	2961	40660
615	62251	17544	39049	22668	64738
616	54968	50613	5549	40660	64738
617	8602	3193	5549	20009	28286
618	43894	22668	39049	53511	64828
619	20009	2961	5549	40660	54968
620	20971	22668	64738	17544	39049
621	8602	5549	40660	20009	28286
622	5549	2961	64738	54968	40660
623	34438	12936	51843	14485	22822
624	33169	53511	39049	25187	64828
625	39049	22822	8603	25187	64828
626	44657	28670	35258	50852	54091
627	33123	50613	64738	27529	5549
628	50852	37691	65058	59054	54091
629	51843	17544	39848	34438	39049
630	5549	28286	20009	3193	33836
631	15549	64828	14485	22822	25187
632	2961	39848	17544	34438	24502
633	30097	41999	48706	50852	54091
634	24502	39049	39848	17544	34438
635	51843	12936	25187	39049	64828
636	27529	12396	5549	20433	33123
637	50365	44657	3027	48706	54091
638	62495	8362	28286	44199	61903
639	28670	59054	54091	50852	35258
640	28286	8602	33123	20009	5549
641	10724	20009	33836	28286	3193
642	63721	16097	43152	50852	54091
643	40660	64738	33123	27529	5549
644	12396	27529	20433	33123	5549
645	34438	54091	43152	59054	37691
646	34438	17544	64828	39049	22668
647	2961	54968	40660	20009	5549
648	59054	37691	63721	54091	43152
649	53511	20971	50613	62251	64738
650	20433	50613	64738	27529	5549
651	56007	12405	37691	2961	59054
652	37691	34438	54091	63721	43152
653	51843	12936	64828	25187	39049
654	40660	27529	5549	50613	64738
655	10724	20009	8602	33123	5549
656	11376	19926	61903	44199	62495
657	37691	34438	63721	43152	54091
658	5549	54968	64738	2961	40660
659	43609	56007	59054	37691	2961
660	50852	16097	48706	3027	54091
661	8602	33123	40660	5549	20009
662	28145	43152	14485	63721	22822
663	3193	8602	28286	20009	5549
664	5549	33836	3193	20009	28286
665	17544	2961	64738	54968	40660
666	19926	50852	28670	41999	54091
667	17544	39049	20971	62251	64738
668	35258	43152	59054	54091	50852
669	65058	44199	19926	59054	61903
670	43152	16097	3027	50852	54091
671	5549	64738	2961	54968	40660
672	43894	62251	17544	39049	22668
673	35258	28670	44199	19926	61903
674	54968	12405	2961	40660	59054
675	21643	19926	62495	44199	61903
676	39049	34351	62251	36938	53511
677	43609	10048	2961	54968	40660
678	62251	17544	64738	22668	39049
679	2961	39848	17544	34438	24502
680	65058	54091	19926	61903	59054
681	5549	57945	64738	50613	27529
682	2961	24502	17544	34438	39848
683	12405	37691	56007	59054	2961
684	24502	64738	2961	40660	54968
685	35258	43152	59054	50852	54091
686	34438	54091	63721	43152	14485
687	28145	63721	14485	43152	54091
688	64738	2961	54968	5549	40660
689	14485	39049	25187	64828	22822
690	27529	64738	5549	40660	50613
691	36938	64738	50613	57945	27529
692	48379	54968	64738	5549	40660
693	54968	17544	2961	64738	40660
694	17544	43894	64828	22668	39049
695	8603	64828	14485	22822	25187
696	13723	61903	28286	62495	15361
697	21538	12405	2961	59054	61903
698	51843	12936	39049	25187	64828
699	50613	54968	64738	40660	5549
700	50613	39049	20971	64738	62251
701	2961	64738	54968	5549	40660
702	8602	33123	40660	5549	20009
703	61903	33836	28286	20009	3193
704	53511	20971	62251	50613	64738
705	16097	43152	63721	14485	54091
706	25187	33169	64828	39049	53511
707	28670	19926	54666	44199	61903
708	22668	53511	25187	64828	39049
709	19926	54091	35258	28670	50852
710	10724	33836	20009	3193	28286
711	61903	12405	2961	37691	59054
712	64828	33169	36938	53511	39049
713	33123	54968	40660	64738	5549
714	3193	33836	20009	61903	28286
715	28670	41999	19926	61903	44199
716	35258	43152	16097	50852	54091
717	54968	28286	40660	20009	5549
718	2961	5549	40660	28286	20009
719	12405	54968	2961	59054	40660
720	54968	50613	64738	40660	5549
721	28286	61903	2961	21538	59054
722	39848	34438	12936	51843	39049
723	54666	19926	62495	61903	44199
724	56007	12405	59054	2961	37691
725	28670	41999	54091	50852	30097
726	8602	54968	20009	5549	40660
727	48379	54968	40660	5549	64738
728	16097	42900	3027	48706	54091
729	16097	59054	35258	50852	54091
730	38066	20009	10724	3193	28286
731	49659	8603	14485	22822	25187
732	5549	64738	2961	54968	40660
733	50613	39049	20971	62251	64738
734	56007	12405	2961	37691	59054
735	48706	43152	14485	3027	54091
736	64828	8603	14485	22822	25187
737	40660	62251	20971	50613	64738
738	12405	2961	54968	40660	59054
739	27529	62251	20971	50613	64738
740	65058	35258	59054	54091	50852
741	54666	28286	44199	19926	61903
742	35258	50852	54091	16097	44657
743	26507	22822	8603	64828	25187
744	15549	54091	22822	14485	43152
745	35258	65058	50852	54091	59054
746	20009	20433	33123	12396	5549
747	36938	57945	64738	50613	27529
748	56007	37691	2961	40660	54968
749	33123	54968	5549	20009	40660
750	50852	61903	65058	54091	59054
751	33836	3193	61903	28286	20009
752	28145	16097	63721	43152	54091
753	54968	20009	40660	2961	28286
754	62495	54666	19926	44199	61903
755	64738	34351	36938	50613	53511
756	28670	50852	54091	30097	41999
757	20009	20433	40660	5549	33123
758	54666	59054	19926	61903	44199
759	28286	61903	44199	54666	19926
760	3193	10724	20009	28286	5549
761	54968	50613	20971	40660	64738
762	43609	37691	2961	59054	56007
763	37691	54968	40660	2961	59054
764	54666	61903	41999	19926	44199
765	27529	62251	20971	50613	64738
766	56007	37691	54091	43152	59054
767	61903	33836	3193	28286	20009
768	15361	44199	61903	62495	28286
769	37691	12405	59054	40660	2961
770	15361	44199	61903	28286	62495
771	35258	28670	54091	41999	50852
772	65058	35258	50852	54091	59054
773	61903	40660	2961	28286	20009
774	8602	10724	20009	5549	33123
775	36938	20971	62251	50613	64738
776	16097	50852	44657	48706	54091
777	36938	57945	27529	50613	64738
778	39049	25187	22822	64828	8603
779	33123	54968	5549	40660	64738
780	27529	50613	40660	5549	64738
781	5549	2961	40660	20009	28286
782	44004	8603	39049	64828	25187
783	56007	12405	2961	37691	59054
784	51843	34438	39848	39049	17544
785	3027	43152	50852	54091	16097
786	3193	8602	5549	20009	28286
787	41999	54666	61903	19926	44199
788	28145	16097	3027	43152	54091
789	14485	34438	39049	12936	51843
790	28670	54091	59054	35258	50852
791	3193	38066	5549	28286	10724
792	13723	61903	15361	28286	62495
793	26507	22822	8603	64828	25187
794	63721	37691	54091	59054	43152
795	17544	64738	54968	40660	2961
796	44657	35258	16097	50852	54091
797	18038	15549	22822	25187	14485
798	11376	62495	19926	44199	61903
799	12936	22668	25187	64828	39049
800	62251	27529	20971	64738	50613
801	44657	50852	3027	48706	54091
802	50852	48706	54091	3027	16097
803	28286	54968	20009	2961	40660
804	28145	16097	43152	54091	3027
805	20009	5549	54968	40660	2961
806	39911	54666	28286	61903	44199
807	8602	40660	28286	20009	5549
808	57471	15549	43152	14485	22822
809	8602	40660	28286	5549	20009
810	8602	3193	28286	5549	20009
811	39848	2961	24502	17544	34438
812	14143	16097	63721	43152	54091
813	28286	54666	19926	44199	61903
814	56007	37691	59054	2961	12405
815	64738	54968	5549	2961	40660
816	12936	43152	14485	25187	22822
817	55033	3193	10724	28286	38066
818	16097	48706	54091	42900	3027
819	61903	33836	3193	20009	28286
820	41999	35258	28670	54091	50852
821	39049	24502	39848	17544	34438
822	48379	54968	64738	40660	5549
